0|iata_code|1|icao_code|2|name_eng|3|city_eng|4|country_eng
AMN|AMN|KAMN|KAMN|Gratiot Community|Gratiot Community|Alma|Alma|United States|United States
AMO|AMO|FTTU|FTTU|Mao|Mao|Mao|Mao|Chad|Chad
AMP|AMP|FMSY|FMSY|Ampanihy|Ampanihy|Ampanihy|Ampanihy|Madagascar|Madagascar
AMQ|AMQ|WAPP|WAPP|Pattimura|Pattimura|Ambon|Ambon|Indonesia|Indonesia
AMR|AMR|||Arno|Arno|Arno|Arno|Marshall Islands|Marshall Islands
AMS|AMS|EHAM|EHAM|Amsterdam-Schiphol|Amsterdam-Schiphol|Amsterdam|Amsterdam|Netherlands|Netherlands
AMT|AMT|YAMT|YAMT|Amata|Amata|Amata|Amata|Australia|Australia
AMU|AMU|||Amanab|Amanab|Amanab|Amanab|Papua New Guinea|Papua New Guinea
AMV|AMV|ULDD|ULDD|Amderma|Amderma|Amderma|Amderma|Russian Federation|Russian Federation
AMW|AMW|KAMW|KAMW|Ames|Ames|Ames|Ames|United States|United States
AMX|AMX|YAMM|YAMM|Ammaroo|Ammaroo|Ammaroo|Ammaroo|Australia|Australia
AMY|AMY|||Ambatomainty|Ambatomainty|Ambatomainty|Ambatomainty|Madagascar|Madagascar
AMZ|AMZ|NZAR|NZAR|Ardmore|Ardmore|Ardmore|Ardmore|New Zealand|New Zealand
ANA|ANA|KANA|KANA|Orange County Steel Salvage Heliport|Orange County Steel Salvage Heliport|Anaheim|Anaheim|United States|United States
ANB|ANB|KANB|KANB|Anniston Metropolitan|Anniston Metropolitan|Anniston|Anniston|United States|United States
ANC|ANC|PANC|PANC|Ted Stevens Anchorage International Airport|Ted Stevens Anchorage International Airport|Anchorage|Anchorage|United States|United States
AND|AND|KAND|KAND|Anderson|Anderson|Anderson|Anderson|United States|United States
ANE|ANE|LFJR|LFJR|Marce|Marce|Angers|Angers|France|France
ANF|ANF|SCFA|SCFA|Cerro Moreno|Cerro Moreno|Antofagasta|Antofagasta|Chile|Chile
ANG|ANG|LFBU|LFBU|Brie-Champniers|Brie-Champniers|Angouleme|Angouleme|France|France
ANH|ANH|||Anuha Island Resort|Anuha Island Resort|Anuha Island Resort|Anuha Island Resort|Solomon Islands|Solomon Islands
ANI|ANI|PANI|PANI|Aniak|Aniak|Aniak|Aniak|United States|United States
ANJ|ANJ|FCBZ|FCBZ|Zanaga|Zanaga|Zanaga|Zanaga|Congo|Congo
ANK|ANK|LTAD|LTAD|Etimesgut|Etimesgut|Ankara|Ankara|Turkey|Turkey
ANL|ANL|FNAL|FNAL|Andulo|Andulo|Andulo|Andulo|Angola|Angola
ANM|ANM|FMNH|FMNH|Antsirabato|Antsirabato|Antalaha|Antalaha|Madagascar|Madagascar
ANN|ANN|PANT|PANT|Annette Island|Annette Island|Annette Island|Annette Island|United States|United States
ANO|ANO|FQAG|FQAG|Angoche|Angoche|Angoche|Angoche|Mozambique|Mozambique
ANP|ANP|KANP|KANP|Lee|Lee|Annapolis|Annapolis|United States|United States
ANQ|ANQ|KANQ|KANQ|Tri-State Steuben Cty|Tri-State Steuben Cty|Angola|Angola|United States|United States
ANR|ANR|EBAW|EBAW|Deurne|Deurne|Antwerp|Antwerp|Belgium|Belgium
ANS|ANS|SPHY|SPHY|Andahuaylas|Andahuaylas|Andahuaylas|Andahuaylas|Peru|Peru
ANT|ANT|PHKO|PHKO|St Anton|St Anton|St Anton|St Anton|Austria|Austria
ANU|ANU|TAPA|TAPA|V. C. Bird Intl|V. C. Bird Intl|St. John&#039;s|St. John&#039;s|Antigua And Barbuda|Antigua And Barbuda
ANV|ANV|PANV|PANV|Anvik|Anvik|Anvik|Anvik|United States|United States
ANW|ANW|KANW|KANW|Ainsworth|Ainsworth|Ainsworth|Ainsworth|United States|United States
ANX|ANX|ENAN|ENAN|Andenes|Andenes|Andenes|Andenes|Norway|Norway
ANY|ANY|KANY|KANY|Anthony|Anthony|Anthony|Anthony|United States|United States
ANZ|ANZ|||Angus Downs|Angus Downs|Angus Downs|Angus Downs|Australia|Australia
AOA|AOA|||Aroa|Aroa|Aroa|Aroa|Papua New Guinea|Papua New Guinea
AOB|AOB|||Annanberg|Annanberg|Annanberg|Annanberg|Papua New Guinea|Papua New Guinea
AOC|AOC|EDAC|EDAC|Altenburg Nobitz|Altenburg Nobitz|Altenburg|Altenburg|Germany|Germany
AOD|AOD|||Abou Deia|Abou Deia|Abou Deia|Abou Deia|Chad|Chad
AOE|AOE|OPKC|OPKC|Anadolu University|Anadolu University|Eskisehir|Eskisehir|Turkey|Turkey
AOG|AOG|ZYAS|ZYAS|Anshan|Anshan|Anshan|Anshan|China|China
AOH|AOH|KAOH|KAOH|Allen County|Allen County|Lima|Lima|United States|United States
AOI|AOI|LIPY|LIPY|Falconara|Falconara|Ancona|Ancona|Italy|Italy
AOJ|AOJ|RJSA|RJSA|Aomori|Aomori|Aomori|Aomori|Japan|Japan
AOK|AOK|LGKP|LGKP|Karpathos|Karpathos|Karpathos|Karpathos|Greece|Greece
AOL|AOL|SARL|SARL|Paso De Los Libres|Paso De Los Libres|Paso De Los Libres|Paso De Los Libres|Argentina|Argentina
AON|AON|||Arona|Arona|Arona|Arona|Solomon Islands|Solomon Islands
AOO|AOO|KAOO|KAOO|Martinsburg|Martinsburg|Martinsburg|Martinsburg|United States|United States
AOR|AOR|WMKA|WMKA|Alor Setar|Alor Setar|Alor Setar|Alor Setar|Malaysia|Malaysia
AOS|AOS|HTDA|HTDA|Amook|Amook|Amook|Amook|United States|United States
AOT|AOT|LIMW|LIMW|Corrado Gex|Corrado Gex|Aosta|Aosta|Italy|Italy
AOU|AOU|VLAP|VLAP|Attopeu|Attopeu|Attopeu|Attopeu|Laos|Laos
APA|APA|KAPA|KAPA|Arapahoe Co|Arapahoe Co|Denver|Denver|United States|United States
APB|APB|SLAP|SLAP|Apolo|Apolo|Apolo|Apolo|Bolivia|Bolivia
APC|APC|KAPC|KAPC|Napa County|Napa County|Napa|Napa|United States|United States
APE|APE|SPAO|SPAO|San Juan Aposento|San Juan Aposento|San Juan Aposento|San Juan Aposento|Peru|Peru
APF|APF|KAPF|KAPF|Naples|Naples|Naples|Naples|United States|United States
APG|APG|KAPG|KAPG|Phillips AAF|Phillips AAF|Aberdeen|Aberdeen|United States|United States
APH|APH|KAPH|KAPH|Camp A P Hill|Camp A P Hill|Bowling Green|Bowling Green|United States|United States
API|API|SKAP|SKAP|Apiay|Apiay|Apiay|Apiay|Colombia|Colombia
APK|APK|NTGD|NTGD|Apataki|Apataki|Apataki|Apataki|French Polynesia|French Polynesia
APL|APL|FQNP|FQNP|Nampula|Nampula|Nampula|Nampula|Mozambique|Mozambique
APN|APN|KAPN|KAPN|Alpena County Regional|Alpena County Regional|Alpena|Alpena|United States|United States
APO|APO|SKLC|SKLC|Apartado|Apartado|Apartado|Apartado|Colombia|Colombia
APP|APP|||Asapa|Asapa|Asapa|Asapa|Papua New Guinea|Papua New Guinea
APQ|APQ|SNAL|SNAL|Arapiraca|Arapiraca|Arapiraca|Arapiraca|Brazil|Brazil
APR|APR|||April River|April River|April River|April River|Papua New Guinea|Papua New Guinea
APS|APS|SWNS|SWNS|Anapolis|Anapolis|Anapolis|Anapolis|Brazil|Brazil
APT|APT|KAPT|KAPT|Marion County|Marion County|Jasper|Jasper|United States|United States
APU|APU|SSAP|SSAP|Apucarana|Apucarana|Apucarana|Apucarana|Brazil|Brazil
APV|APV|KAPV|KAPV|Apple Valley|Apple Valley|Apple Valley|Apple Valley|United States|United States
APW|APW|NSFA|NSFA|Faleolo|Faleolo|Apia|Apia|Samoa|Samoa
APX|APX|SSOG|SSOG|Arapongas|Arapongas|Arapongas|Arapongas|Brazil|Brazil
APY|APY|SNAI|SNAI|Alto Parnaiba|Alto Parnaiba|Alto Parnaiba|Alto Parnaiba|Brazil|Brazil
APZ|APZ|SAHZ|SAHZ|Zapala|Zapala|Zapala|Zapala|Argentina|Argentina
AQA|AQA|SBAQ|SBAQ|Araraquara|Araraquara|Araraquara|Araraquara|Brazil|Brazil
AQB|AQB|MGQC|MGQC|Quiche Airport|Quiche Airport|Quiche|Quiche|Guatemala|Guatemala
AQG|AQG|ZSAQ|ZSAQ|Anqing|Anqing|Anqing|Anqing|China|China
AQI|AQI|OEPA|OEPA|Qaisumah|Qaisumah|Qaisumah|Qaisumah|Saudi Arabia|Saudi Arabia
AQJ|AQJ|OJAQ|OJAQ|King Hussein Intl|King Hussein Intl|Aqaba|Aqaba|Jordan|Jordan
AQM|AQM|SWNI|SWNI|Ariquemes|Ariquemes|Ariquemes|Ariquemes|Brazil|Brazil
AQP|AQP|SPQU|SPQU|Rodriguez Ballon|Rodriguez Ballon|Arequipa|Arequipa|Peru|Peru
AQS|AQS|||Saqani|Saqani|Saqani|Saqani|Fiji|Fiji
AQY|AQY|KAQY|KAQY|Alyeska|Alyeska|Alyeska|Alyeska|United States|United States
ARA|ARA|KARA|KARA|Acadiana Regional|Acadiana Regional|New Iberia|New Iberia|United States|United States
ARB|ARB|KARB|KARB|Municipal|Municipal|Ann Arbor, MI|Ann Arbor, MI|United States|United States
ARC|ARC|PARC|PARC|Arctic Village|Arctic Village|Arctic Village|Arctic Village|United States|United States
ARD|ARD|WATM|WATM|Alor Island|Alor Island|Alor Island|Alor Island|Indonesia|Indonesia
ARE|ARE|TJAB|TJAB|Arecibo|Arecibo|Arecibo|Arecibo|Puerto Rico|Puerto Rico
ARF|ARF|||Acaricuara|Acaricuara|Acaricuara|Acaricuara|Colombia|Colombia
ARG|ARG|KARG|KARG|Walnut Ridge|Walnut Ridge|Walnut Ridge|Walnut Ridge|United States|United States
ARH|ARH|ULAA|ULAA|Talagi|Talagi|Arkhangelsk|Arkhangelsk|Russian Federation|Russian Federation
ARI|ARI|SCAR|SCAR|Chacalluta|Chacalluta|Arica|Arica|Chile|Chile
ARJ|ARJ|WAJA|WAJA|Arso|Arso|Arso|Arso|Indonesia|Indonesia
ARK|ARK|HTAR|HTAR|Arusha|Arusha|Arusha|Arusha|Tanzania|Tanzania
ARL|ARL|DFER|DFER|Arly|Arly|Arly|Arly|Burkina Faso|Burkina Faso
ARM|ARM|YARM|YARM|Armidale|Armidale|Armidale|Armidale|Australia|Australia
ARN|ARN|ESSA|ESSA|Arlanda|Arlanda|Stockholm|Stockholm|Sweden|Sweden
ARO|ARO|||Arboletas|Arboletas|Arboletas|Arboletas|Colombia|Colombia
ARP|ARP|||Aragip|Aragip|Aragip|Aragip|Papua New Guinea|Papua New Guinea
ARQ|ARQ|||Arauquita|Arauquita|Arauquita|Arauquita|Colombia|Colombia
ARR|ARR|SAVR|SAVR|Alto Rio Senguerr|Alto Rio Senguerr|Alto Rio Senguerr|Alto Rio Senguerr|Argentina|Argentina
ARS|ARS|SWEC|SWEC|Aragarcas|Aragarcas|Aragarcas|Aragarcas|Brazil|Brazil
ART|ART|KART|KART|Watertown|Watertown|Watertown|Watertown|United States|United States
ARU|ARU|SBAU|SBAU|Aracatuba|Aracatuba|Aracatuba|Aracatuba|Brazil|Brazil
ARV|ARV|KARV|KARV|Noble F. Lee|Noble F. Lee|Minocqua|Minocqua|United States|United States
ARW|ARW|LRAR|LRAR|Arad|Arad|Arad|Arad|Romania|Romania
ARX|ARX|OIHR|OIHR|Asbury Park|Asbury Park|Neptune, NJ|Neptune, NJ|United States|United States
ARY|ARY|YARA|YARA|Ararat|Ararat|Ararat|Ararat|Australia|Australia
ASA|ASA|HHSB|HHSB|Assab International|Assab International|Assab|Assab|Eritrea|Eritrea
ASB|ASB|UTAA|UTAA|Ashgabat|Ashgabat|Ashgabat|Ashgabat|Turkmenistan|Turkmenistan
ASC|ASC|SLAS|SLAS|Ascension|Ascension|Ascension|Ascension|Bolivia|Bolivia
ASD|ASD|MYAF|MYAF|Andros Town|Andros Town|Andros Town|Andros Town|Bahamas|Bahamas
ASE|ASE|KASE|KASE|Aspen|Aspen|Aspen|Aspen|United States|United States
ASF|ASF|URWA|URWA|Astrakhan|Astrakhan|Astrakhan|Astrakhan|Russian Federation|Russian Federation
ASG|ASG|NZAS|NZAS|Ashburton|Ashburton|Ashburton|Ashburton|New Zealand|New Zealand
ASH|ASH|KASH|KASH|Boire Field|Boire Field|Nashua, NH|Nashua, NH|United States|United States
ASI|ASI|FHAW|FHAW|Wideawake Field|Wideawake Field|Georgetown, Ascension Island|Georgetown, Ascension Island|St. Helena|St. Helena
ASJ|ASJ|RJKA|RJKA|Amami O Shima|Amami O Shima|Amami O Shima|Amami O Shima|Japan|Japan
ASK|ASK|DIYO|DIYO|Yamoussoukro|Yamoussoukro|Yamoussoukro|Yamoussoukro|Cote D&#039;Ivoire|Cote D&#039;Ivoire
ASL|ASL|KASL|KASL|Harrison County|Harrison County|Marshall|Marshall|United States|United States
ASM|ASM|HHAS|HHAS|Yohannes IV|Yohannes IV|Asmara|Asmara|Eritrea|Eritrea
ASN|ASN|KASN|KASN|Talladega|Talladega|Talladega|Talladega|United States|United States
ASO|ASO|HASO|HASO|Asosa|Asosa|Asosa|Asosa|Ethiopia|Ethiopia
ASP|ASP|YBAS|YBAS|Alice Springs|Alice Springs|Alice Springs|Alice Springs|Australia|Australia
ASQ|ASQ|KTMT|KTMT|Austin|Austin|Austin|Austin|United States|United States
ASR|ASR|LTAU|LTAU|Erkilet International Airport|Erkilet International Airport|Kayseri|Kayseri|Turkey|Turkey
AST|AST|KAST|KAST|Astoria|Astoria|Astoria|Astoria|United States|United States
ASU|ASU|SGAS|SGAS|Silvio Pettirossi|Silvio Pettirossi|Asuncion|Asuncion|Paraguay|Paraguay
ASV|ASV|HKAM|HKAM|Amboseli|Amboseli|Amboseli|Amboseli|Kenya|Kenya
ASW|ASW|HESN|HESN|Aswan|Aswan|Aswan|Aswan|Egypt|Egypt
ASX|ASX|KASX|KASX|Ashland|Ashland|Ashland|Ashland|United States|United States
ASY|ASY|KASY|KASY|Ashley|Ashley|Ashley|Ashley|United States|United States
ASZ|ASZ|||Asirim|Asirim|Asirim|Asirim|Papua New Guinea|Papua New Guinea
ATA|ATA|SPHZ|SPHZ|Anta|Anta|Anta|Anta|Peru|Peru
ATB|ATB|HSAT|HSAT|Atbara|Atbara|Atbara|Atbara|Sudan|Sudan
ATD|ATD|AGAT|AGAT|Atoifi|Atoifi|Atoifi|Atoifi|Solomon Islands|Solomon Islands
ATE|ATE|KATE|KATE|Antlers|Antlers|Antlers|Antlers|United States|United States
ATF|ATF|SEAM|SEAM|Chachoan|Chachoan|Ambato|Ambato|Ecuador|Ecuador
ATG|ATG|SPAY|SPAY|Attock|Attock|Attock|Attock|Pakistan|Pakistan
ATH|ATH|LGAV|LGAV|Eleftherios Venizelos|Eleftherios Venizelos|Athens|Athens|Greece|Greece
ATI|ATI|SUAG|SUAG|Artigas|Artigas|Artigas|Artigas|Uruguay|Uruguay
ATJ|ATJ|FMME|FMME|Antsirabe|Antsirabe|Antsirabe|Antsirabe|Madagascar|Madagascar
ATK|ATK|PATQ|PATQ|Atqasuk|Atqasuk|Atqasuk|Atqasuk|United States|United States
ATL|ATL|KATL|KATL|Hartsfield-jackson Atlanta International|Hartsfield-jackson Atlanta International|Atlanta, GA|Atlanta, GA|United States|United States
ATM|ATM|SBHT|SBHT|Altamira|Altamira|Altamira|Altamira|Brazil|Brazil
ATN|ATN|||Namatanai|Namatanai|Namatanai|Namatanai|Papua New Guinea|Papua New Guinea
ATO|ATO|KUNI|KUNI|Ohio University|Ohio University|Athens|Athens|Greece|Greece
ATP|ATP|||Airstrip|Airstrip|Aitape|Aitape|Papua New Guinea|Papua New Guinea
ATQ|ATQ|VIAR|VIAR|Raja Sansi|Raja Sansi|Amritsar|Amritsar|India|India
ATR|ATR|GQPA|GQPA|Mouakchott|Mouakchott|Atar|Atar|Mauritania|Mauritania
ATS|ATS|KATS|KATS|Artesia|Artesia|Artesia|Artesia|United States|United States
ATT|ATT|||Atmautluak|Atmautluak|Atmautluak|Atmautluak|United States|United States
ATU|ATU|PAAT|PAAT|Casco Cove|Casco Cove|Attu Island|Attu Island|United States|United States
ATV|ATV|FTTI|FTTI|Ati|Ati|Ati|Ati|Chad|Chad
ATW|ATW|KATW|KATW|Outagamie County|Outagamie County|Appleton|Appleton|United States|United States
ATX|ATX|||Atbasar|Atbasar|Atbasar|Atbasar|Kazakhstan|Kazakhstan
ATY|ATY|KATY|KATY|Watertown|Watertown|Watertown|Watertown|United States|United States
ATZ|ATZ|HEAT|HEAT|Assiut|Assiut|Assiut|Assiut|Egypt|Egypt
AUA|AUA|TNCA|TNCA|Reina Beatrix|Reina Beatrix|Aruba|Aruba|Aruba|Aruba
AUB|AUB|EDXY|EDXY|Itauba|Itauba|Itauba|Itauba|Brazil|Brazil
AUC|AUC|SKUC|SKUC|Arauca|Arauca|Arauca|Arauca|Colombia|Colombia
AUD|AUD|YAGD|YAGD|Augustus Downs|Augustus Downs|Augustus Downs|Augustus Downs|Australia|Australia
AUE|AUE|||Abu Rudeis|Abu Rudeis|Abu Rudeis|Abu Rudeis|Egypt|Egypt
AUF|AUF|LFLA|LFLA|Auxerre Branches|Auxerre Branches|Auxerre|Auxerre|France|France
AUG|AUG|KAUG|KAUG|Augusta|Augusta|Augusta|Augusta|United States|United States
AUH|AUH|OMAA|OMAA|Abu Dhabi International|Abu Dhabi International|Abu Dhabi|Abu Dhabi|United Arab Emirates|United Arab Emirates
AUI|AUI|||Aua Island|Aua Island|Aua Island|Aua Island|Papua New Guinea|Papua New Guinea
AUJ|AUJ|||Ambunti|Ambunti|Ambunti|Ambunti|Papua New Guinea|Papua New Guinea
AUK|AUK|PAUK|PAUK|Alakanuk|Alakanuk|Alakanuk|Alakanuk|United States|United States
AUL|AUL|||Aur Island|Aur Island|Aur Island|Aur Island|Marshall Islands|Marshall Islands
AUM|AUM|KAUM|KAUM|Austin|Austin|Austin|Austin|United States|United States
AUN|AUN|KAUN|KAUN|Auburn|Auburn|Auburn|Auburn|United States|United States
AUO|AUO|KAUO|KAUO|Auburn-Opelika|Auburn-Opelika|Auburn|Auburn|United States|United States
AUP|AUP|||Agaun|Agaun|Agaun|Agaun|Papua New Guinea|Papua New Guinea
AUQ|AUQ|NTMN|NTMN|Atuona|Atuona|Atuona|Atuona|French Polynesia|French Polynesia
AUR|AUR|LFLW|LFLW|Aurillac|Aurillac|Aurillac|Aurillac|France|France
AUT|AUT|WPAT|WPAT|Atauro|Atauro|Atauro|Atauro|Indonesia|Indonesia
AUU|AUU|YAUR|YAUR|Aurukun Mission|Aurukun Mission|Aurukun Mission|Aurukun Mission|Australia|Australia
AUV|AUV|EDXY|EDXY|Aumo|Aumo|Aumo|Aumo|Papua New Guinea|Papua New Guinea
AUW|AUW|KAUW|KAUW|Municipal|Municipal|Wausau|Wausau|United States|United States
AUX|AUX|SWGN|SWGN|Araguaina|Araguaina|Araguaina|Araguaina|Brazil|Brazil
AUY|AUY|NVVA|NVVA|Aneityum|Aneityum|Aneityum|Aneityum|Vanuatu|Vanuatu
AUZ|AUZ|KARR|KARR|Municipal Airport|Municipal Airport|Aurora|Aurora|United States|United States
AVA|AVA|||An Shun/Huang Guo Shu|An Shun/Huang Guo Shu|An Shun|An Shun|China|China
AVB|AVB|LIPA|LIPA|Aviano|Aviano|Aviano|Aviano|Italy|Italy
AVF|AVF|||Avoriaz|Avoriaz|Avoriaz|Avoriaz|France|France
AVG|AVG|YAUV|YAUV|Auvergne|Auvergne|Auvergne|Auvergne|Australia|Australia
AVI|AVI|MUCA|MUCA|Maximo Gomez|Maximo Gomez|Ciego De Avila|Ciego De Avila|Cuba|Cuba
AVK|AVK|ZMAH|ZMAH|Arvaikheer|Arvaikheer|Arvaikheer|Arvaikheer|Mongolia|Mongolia
AVL|AVL|KAVL|KAVL|Asheville Regional Airport|Asheville Regional Airport|Fletcher|Fletcher|United States|United States
AVN|AVN|LFMV|LFMV|Avignon-Caum|Avignon-Caum|Avignon|Avignon|France|France
AVO|AVO|KAVO|KAVO|Municipal|Municipal|Avon Park|Avon Park|United States|United States
AVP|AVP|KAVP|KAVP|Wilkes-Barre/Scranton International Airport|Wilkes-Barre/Scranton International Airport|Wilkes-Barre/Scranton, PA|Wilkes-Barre/Scranton, PA|United States|United States
AVU|AVU|AGGJ|AGGJ|Avu Avu|Avu Avu|Avu Avu|Avu Avu|Solomon Islands|Solomon Islands
AVV|AVV|YMAV|YMAV|Avalon|Avalon|Geelong|Geelong|Australia|Australia
AVW|AVW|KAVQ|KAVQ|Avra Valley|Avra Valley|Tucson|Tucson|United States|United States
AVX|AVX|KAVX|KAVX|Avalon Bay|Avalon Bay|Catalina Island|Catalina Island|United States|United States
AWA|AWA|HALA|HALA|Awassa|Awassa|Awassa|Awassa|Ethiopia|Ethiopia
AWB|AWB|||Awaba|Awaba|Awaba|Awaba|Papua New Guinea|Papua New Guinea
AWD|AWD|NVVB|NVVB|Aniwa|Aniwa|Aniwa|Aniwa|Vanuatu|Vanuatu
AWE|AWE|||Alowe|Alowe|Alowe|Alowe|Gabon|Gabon
AWH|AWH|HAAW|HAAW|Awareh|Awareh|Awareh|Awareh|Ethiopia|Ethiopia
AWK|AWK|PWAK|PWAK|Wake Island|Wake Island|Wake Island|Wake Island|US Minor Outlying Islands|US Minor Outlying Islands
AWM|AWM|KAWM|KAWM|Municipal|Municipal|West Memphis|West Memphis|United States|United States
AWN|AWN|YADS|YADS|Alton Downs|Alton Downs|Alton Downs|Alton Downs|Australia|Australia
AWP|AWP|YAUS|YAUS|Austral Downs|Austral Downs|Austral Downs|Austral Downs|Australia|Australia
AWR|AWR|||Awar|Awar|Awar|Awar|Papua New Guinea|Papua New Guinea
AWZ|AWZ|OIAW|OIAW|Ahwaz|Ahwaz|Ahwaz|Ahwaz|Iran|Iran
AXA|AXA|TQPF|TQPF|Wallblake|Wallblake|Anguilla|Anguilla|Anguilla|Anguilla
AXB|AXB|KAXB|KAXB|Alexandria Bay|Alexandria Bay|Alexandria Bay|Alexandria Bay|United States|United States
AXC|AXC|YAMC|YAMC|Aramac|Aramac|Aramac|Aramac|Australia|Australia
AXD|AXD|LGAL|LGAL|Dimokritos|Dimokritos|Alexandroupolis|Alexandroupolis|Greece|Greece
AXE|AXE|KBAX|KBAX|Xanxere|Xanxere|Xanxere|Xanxere|Brazil|Brazil
AXG|AXG|KAXA|KAXA|Algona|Algona|Algona|Algona|United States|United States
AXK|AXK|OYAT|OYAT|Ataq|Ataq|Ataq|Ataq|Yemen|Yemen
AXL|AXL|YALX|YALX|Alexandria|Alexandria|Alexandria|Alexandria|Australia|Australia
AXM|AXM|SKAR|SKAR|El Eden|El Eden|Armenia|Armenia|Colombia|Colombia
AXN|AXN|KAXN|KAXN|Alexandria|Alexandria|Alexandria|Alexandria|United States|United States
AXP|AXP|MYAP|MYAP|Springpoint Arpt|Springpoint Arpt|Spring Point|Spring Point|Turks and Caicos Islands|Turks and Caicos Islands
AXR|AXR|NTGU|NTGU|Arutua|Arutua|Arutua|Arutua|French Polynesia|French Polynesia
AXS|AXS|KAXS|KAXS|Municipal|Municipal|Altus|Altus|United States|United States
AXT|AXT|RJSK|RJSK|Akita|Akita|Akita|Akita|Japan|Japan
AXU|AXU|HAAX|HAAX|Axum|Axum|Axum|Axum|Ethiopia|Ethiopia
AXV|AXV|KAXV|KAXV|Neil Armstrong|Neil Armstrong|Wapakoneta|Wapakoneta|United States|United States
AXX|AXX|KAXX|KAXX|Angel Fire|Angel Fire|Angel Fire|Angel Fire|United States|United States
AYA|AYA|||Ayapel|Ayapel|Ayapel|Ayapel|Colombia|Colombia
AYC|AYC|||Ayacucho|Ayacucho|Ayacucho|Ayacucho|Peru|Peru
AYD|AYD|||Alroy Downs|Alroy Downs|Alroy Downs|Alroy Downs|Australia|Australia
AYE|AYE|MTPP|MTPP|AAF Heliport|AAF Heliport|Fort Devens|Fort Devens|Haiti|Haiti
AYG|AYG|SKYA|SKYA|Yaguara|Yaguara|Yaguara|Yaguara|Colombia|Colombia
AYH|AYH|||RAF Station|RAF Station|Alconbury|Alconbury|United Kingdom|United Kingdom
AYI|AYI|||Yari|Yari|Yari|Yari|Colombia|Colombia
AYK|AYK|UAUR|UAUR|Arkalyk|Arkalyk|Arkalyk|Arkalyk|Kazakhstan|Kazakhstan
AYL|AYL|YANL|YANL|Anthony Lagoon|Anthony Lagoon|Anthony Lagoon|Anthony Lagoon|Australia|Australia
AYN|AYN|ZHAY|ZHAY|Anyang|Anyang|Anyang|Anyang|China|China
AYO|AYO|MTPP|MTPP|Ayolas|Ayolas|Ayolas|Ayolas|Uganda|Uganda
AYP|AYP|SPHO|SPHO|Yanamilla|Yanamilla|Ayacucho|Ayacucho|Peru|Peru
AYQ|AYQ|YAYE|YAYE|Connellan|Connellan|Ayers Rock|Ayers Rock|Australia|Australia
AYR|AYR|YAYR|YAYR|Ayr|Ayr|Ayr|Ayr|Australia|Australia
AYS|AYS|KAYS|KAYS|Ware County|Ware County|Waycross|Waycross|United States|United States
AYT|AYT|LTAI|LTAI|Antalya|Antalya|Antalya|Antalya|Turkey|Turkey
AYU|AYU|||Aiyura|Aiyura|Aiyura|Aiyura|Papua New Guinea|Papua New Guinea
AYW|AYW|WRTA|WRTA|Ayawasi|Ayawasi|Ayawasi|Ayawasi|Indonesia|Indonesia
AYZ|AYZ|WRTA|WRTA|Zahns|Zahns|Amityville|Amityville|United States|United States
AZB|AZB|||Amazon Bay|Amazon Bay|Amazon Bay|Amazon Bay|Papua New Guinea|Papua New Guinea
AZD|AZD|OIYY|OIYY|Yazd|Yazd|Yazd|Yazd|Iran|Iran
AZG|AZG|MMAG|MMAG|Apatzingan|Apatzingan|Apatzingan|Apatzingan|Mexico|Mexico
AZI|AZI|OMAD|OMAD|Bateen|Bateen|Abu Dhabi|Abu Dhabi|United Arab Emirates|United Arab Emirates
AZN|AZN|UTKA|UTKA|Andizhan|Andizhan|Andizhan|Andizhan|Uzbekistan|Uzbekistan
AZO|AZO|KAZO|KAZO|Kalamazoo/Battle Creek Intl|Kalamazoo/Battle Creek Intl|Kalamazoo|Kalamazoo|United States|United States
AZP|AZP|HHSB|HHSB|Atizapan|Atizapan|Mexico City|Mexico City|Mexico|Mexico
AZR|AZR|DAUA|DAUA|Adrar|Adrar|Adrar|Adrar|Algeria|Algeria
AZT|AZT|||Zapatoca|Zapatoca|Zapatoca|Zapatoca|Colombia|Colombia
AZZ|AZZ|FNAM|FNAM|Ambriz|Ambriz|Ambriz|Ambriz|Angola|Angola
BAA|BAA|||Bialla|Bialla|Bialla|Bialla|Papua New Guinea|Papua New Guinea
BAB|BAB|KBAB|KBAB|Beale AFB|Beale AFB|Marysville|Marysville|United States|United States
BAC|BAC|||Barranca De Upia|Barranca De Upia|Barranca De Upia|Barranca De Upia|Colombia|Colombia
BAD|BAD|KBAD|KBAD|Barksdale AFB|Barksdale AFB|Shreveport|Shreveport|United States|United States
BAE|BAE|LFMR|LFMR|Barcelonnette|Barcelonnette|Barcelonnette|Barcelonnette|France|France
BAF|BAF|KBAF|KBAF|Barnes|Barnes|Westfield|Westfield|United States|United States
BAG|BAG|RPUB|RPUB|Loakan|Loakan|Baguio|Baguio|Philippines|Philippines
BAH|BAH|OBBI|OBBI|Bahrain International|Bahrain International|Manama|Manama|Bahrain|Bahrain
BAI|BAI|MRBA|MRBA|Buenos Aires|Buenos Aires|Buenos Aires|Buenos Aires|Costa Rica|Costa Rica
BAJ|BAJ|||Bali|Bali|Bali|Bali|Papua New Guinea|Papua New Guinea
BAL|BAL|LTCJ|LTCJ|Batman|Batman|Batman|Batman|Turkey|Turkey
BAM|BAM|KBAM|KBAM|Lander County|Lander County|Battle Mountain|Battle Mountain|United States|United States
